model,image,input_size,detection_index,class_id,label,confidence,left,top,right,bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,1,19,"127-toc-do-toi-da-80",0.8732,408.6159,253.7499,432.8776,299.5718,37.1001,171.2292,211.7593,118.9956,162.1855,205.9531,10.1063,,"CPU"
"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.7979,232.2549,486.8033,253.9676,532.7276,37.1001,171.2292,211.7593,118.9956,162.1855,205.9531,10.1063,,"CPU"
"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,3,17,"127-toc-do-toi-da-60",0.7700,507.9447,241.6912,534.2641,289.3524,37.1001,171.2292,211.7593,118.9956,162.1855,205.9531,10.1063,,"CPU"
"yolo11n_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,0,17,"127-toc-do-toi-da-60",0.9737,369.6900,112.8910,421.2468,203.2534,37.1782,172.6006,213.1841,117.7320,163.9746,207.8945,10.1063,,"CPU"
"yolo11n_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,1,22,"130-cam-dung-va-do-xe",0.9659,430.5988,270.8776,484.5509,361.2776,37.1782,172.6006,213.1841,117.7320,163.9746,207.8945,10.1063,,"CPU"
"yolo11n_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,2,19,"127-toc-do-toi-da-80",0.9297,308.3524,118.5662,361.0610,208.0369,37.1782,172.6006,213.1841,117.7320,163.9746,207.8945,10.1063,,"CPU"
"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,0,40,"227-cong-truong",0.9723,241.6768,427.7765,310.6068,531.7755,37.2241,172.9032,213.8667,119.2263,165.4531,209.5313,10.1063,,"CPU"
"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,1,1,"103a-cam-oto",0.9670,172.8114,163.1373,241.0084,280.8683,37.2241,172.9032,213.8667,119.2263,165.4531,209.5313,10.1063,,"CPU"
"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,2,32,"203-duong-bi-hep",0.9525,68.8207,391.5023,135.3768,494.8902,37.2241,172.9032,213.8667,119.2263,165.4531,209.5313,10.1063,,"CPU"
"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,3,44,"301c-cac-xe-chi-duoc-re-trai",0.9343,151.8376,397.8259,220.6027,513.4705,37.2241,172.9032,213.8667,119.2263,165.4531,209.5313,10.1063,,"CPU"
"yolo11n_320","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",320,0,31,"201-cho-ngoat-nguy-hiem",0.7240,139.7079,218.4207,219.0294,344.5303,37.3243,170.6328,210.9808,117.5393,167.0605,211.4492,10.1063,,"CPU"
"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,0,34,"207-giao-nhau-voi-duong-khong-uu-tien",0.7440,203.3240,254.2890,243.2218,310.8016,38.1270,172.5385,214.0164,125.6823,169.2832,213.2891,10.1063,,"CPU"
"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,1,41,"245-di-cham",0.7421,204.6437,315.7786,240.8723,369.5212,38.1270,172.5385,214.0164,125.6823,169.2832,213.2891,10.1063,,"CPU"
"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,2,6,"123a-cam-re-trai",0.6715,107.6239,356.7064,125.7903,384.3794,38.1270,172.5385,214.0164,125.6823,169.2832,213.2891,10.1063,,"CPU"
"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,3,6,"123a-cam-re-trai",0.6427,144.0540,330.5766,175.6164,382.0249,38.1270,172.5385,214.0164,125.6823,169.2832,213.2891,10.1063,,"CPU"
"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,4,31,"201-cho-ngoat-nguy-hiem",0.2583,202.3680,255.5381,242.5210,311.8010,38.1270,172.5385,214.0164,125.6823,169.2832,213.2891,10.1063,,"CPU"
"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9855,135.6801,59.5755,201.2291,171.4874,36.9071,171.8155,211.9718,118.4049,170.7627,214.9297,10.1063,,"CPU"
"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,1,19,"127-toc-do-toi-da-80",0.6832,94.1458,367.1691,111.9469,396.5375,36.9071,171.8155,211.9718,118.4049,170.7627,214.9297,10.1063,,"CPU"
"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,2,31,"201-cho-ngoat-nguy-hiem",0.4966,506.2307,501.4726,523.4038,526.2902,36.9071,171.8155,211.9718,118.4049,170.7627,214.9297,10.1063,,"CPU"
"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,3,16,"127-toc-do-toi-da-50",0.4576,272.8560,333.7052,288.9700,358.0358,36.9071,171.8155,211.9718,118.4049,170.7627,214.9297,10.1063,,"CPU"
"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,4,16,"127-toc-do-toi-da-50",0.3064,373.6368,330.2421,388.6771,352.0359,36.9071,171.8155,211.9718,118.4049,170.7627,214.9297,10.1063,,"CPU"
"yolo11n_320","IMG_4051-MOV_out0049_png.rf.0cdced0af44df2b18e13adfddda976bb.jpg",320,0,41,"245-di-cham",0.9937,245.4529,153.5731,337.4106,292.2882,37.1145,171.4271,212.2703,121.0630,172.7939,217.0156,10.1063,,"CPU"
"yolo11n_320","IMG_4051-MOV_out0052_png.rf.c7fb9ae66a6356120ecff9f0903bb4a1.jpg",320,0,41,"245-di-cham",0.9804,326.1787,126.4858,405.6421,252.2201,40.7273,172.8759,216.6969,123.6675,168.7002,212.6367,10.1063,,"CPU"
"yolo11n_320","IMG_4052-MOV_out0095_png.rf.cd837ddfd7779c6029cf8843e67a522d.jpg",320,0,31,"201-cho-ngoat-nguy-hiem",0.7281,255.3575,255.8467,288.5677,304.6870,37.1123,171.8424,212.0226,116.9622,160.9932,205.1055,10.1063,,"CPU"
"yolo11n_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,0,16,"127-toc-do-toi-da-50",0.9762,216.1870,135.0581,281.2903,246.5307,37.2766,171.5645,212.3153,122.4520,162.7979,206.8828,10.1063,,"CPU"
"yolo11n_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,1,16,"127-toc-do-toi-da-50",0.9010,291.6035,139.4667,344.2280,253.0211,37.2766,171.5645,212.3153,122.4520,162.7979,206.8828,10.1063,,"CPU"
"yolo11n_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,2,23,"131a-cam-do-xe",0.8965,76.8484,336.3546,122.2864,412.4911,37.2766,171.5645,212.3153,122.4520,162.7979,206.8828,10.1063,,"CPU"
"yolo11n_320","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9999,245.5084,281.4790,415.3607,579.5475,36.9799,171.6051,211.9504,117.4735,164.5986,208.6680,10.1063,,"CPU"
"yolo11n_320","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.9929,253.2213,0.0000,418.1246,265.2369,36.9799,171.6051,211.9504,117.4735,164.5986,208.6680,10.1063,,"CPU"
"yolo11n_320","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",320,0,23,"131a-cam-do-xe",0.9204,449.2429,406.3571,469.0887,439.4775,37.1154,171.7909,211.9023,118.4436,166.2158,210.2656,10.1063,,"CPU"
"yolo11n_320","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",320,1,31,"201-cho-ngoat-nguy-hiem",0.2541,377.1086,437.2706,392.8415,456.3836,37.1154,171.7909,211.9023,118.4436,166.2158,210.2656,10.1063,,"CPU"
"yolo11n_320","IMG_4088-MOV_out0008_png.rf.d90b9e2562e7f2317a06cd60967c20b2.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9655,135.0323,200.0574,218.4655,345.5553,37.2108,172.3621,212.6963,122.7038,167.6924,211.9102,10.1063,,"CPU"
"yolo11n_320","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9647,242.8184,259.9083,324.1801,400.5425,37.1430,172.2483,212.5735,119.4810,169.6494,213.4570,10.1063,,"CPU"
"yolo11n_320","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",320,1,23,"131a-cam-do-xe",0.9478,24.7064,528.4440,53.7637,575.7855,37.1430,172.2483,212.5735,119.4810,169.6494,213.4570,10.1063,,"CPU"
"yolo11n_320","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9884,234.6919,207.4005,325.9490,359.0461,37.5380,172.6091,213.2905,119.5489,171.2666,215.2383,10.1063,,"CPU"
"yolo11n_320","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",320,1,23,"131a-cam-do-xe",0.9121,0.5257,494.9377,29.0474,544.5955,37.5380,172.6091,213.2905,119.5489,171.2666,215.2383,10.1063,,"CPU"
"yolo11n_320","IMG_4092-MOV_out0022_png.rf.713fb9936736c64cf149876cc11b2222.jpg",320,0,7,"123b-cam-re-phai",0.5615,90.1263,262.8621,220.1664,509.1322,37.8220,174.7756,218.0000,135.7667,158.1572,202.7578,10.1063,,"CPU"
"yolo11n_320","IMG_4092-MOV_out0022_png.rf.713fb9936736c64cf149876cc11b2222.jpg",320,1,10,"124c-cam-re-trai-va-cam-quay-dau-xe",0.4566,89.9749,263.7993,220.6425,507.4666,37.8220,174.7756,218.0000,135.7667,158.1572,202.7578,10.1063,,"CPU"
"yolo11n_320","IMG_4094-MOV_out0042_png.rf.87f31848eb608dff4b9db2d8af1394c0.jpg",320,0,23,"131a-cam-do-xe",0.9081,280.4682,156.4355,419.2881,403.1174,37.1841,170.6146,210.8240,120.4722,160.3643,204.4297,10.1063,,"CPU"
"yolo11n_320","IMG_4102-MOV_out0004_png.rf.a8ff3f3168fed99a978b85593b5ae2d7.jpg",320,0,23,"131a-cam-do-xe",0.9173,78.5695,206.1945,222.1455,466.2772,37.0565,171.2747,211.3201,119.7168,162.1416,205.9922,10.1063,,"CPU"
"yolo11n_320","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",320,0,17,"127-toc-do-toi-da-60",0.9498,272.6832,142.1797,312.8546,211.1364,37.1621,172.4671,213.4265,122.2830,163.7744,207.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",320,1,22,"130-cam-dung-va-do-xe",0.9051,270.5960,370.2371,299.7502,418.3868,37.1621,172.4671,213.4265,122.2830,163.7744,207.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",320,2,19,"127-toc-do-toi-da-80",0.8852,214.7728,160.4970,255.3969,229.0299,37.1621,172.4671,213.4265,122.2830,163.7744,207.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",320,3,16,"127-toc-do-toi-da-50",0.8719,362.5844,173.2837,394.1378,225.4789,37.1621,172.4671,213.4265,122.2830,163.7744,207.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",320,4,22,"130-cam-dung-va-do-xe",0.7835,579.3405,447.6563,600.5803,480.9880,37.1621,172.4671,213.4265,122.2830,163.7744,207.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4122-MOV_out0005_png.rf.1f4d23954e1988995727f1a64e6cbbbc.jpg",320,0,23,"131a-cam-do-xe",0.9729,288.4446,206.5345,358.6771,339.8633,37.4017,171.9693,213.1071,118.7110,165.4072,209.4141,10.1063,,"CPU"
"yolo11n_320","IMG_4122-MOV_out0064_png.rf.af462c333d954aee4ca15a655354abe5.jpg",320,0,23,"131a-cam-do-xe",0.8713,70.0298,324.7606,152.4135,458.2123,36.9875,176.2657,216.3860,118.2995,166.9834,211.1563,10.1063,,"CPU"
"yolo11n_320","IMG_4139-MOV_out0005_png.rf.97b28cd0c0f71780403c4b84d24d8a4a.jpg",320,0,39,"225-chu-y-tre-em",0.9013,294.0899,161.4253,343.4517,245.1426,37.3242,172.7528,213.2167,118.1828,169.1572,213.1133,10.1063,,"CPU"
"yolo11n_320","IMG_4139-MOV_out0005_png.rf.97b28cd0c0f71780403c4b84d24d8a4a.jpg",320,1,41,"245-di-cham",0.7395,298.1289,251.7255,343.4302,332.0663,37.3242,172.7528,213.2167,118.1828,169.1572,213.1133,10.1063,,"CPU"
"yolo11n_320","IMG_4146-MOV_out0029_png.rf.0daaf2020136bcd3f298eaf75ce59ef8.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9124,103.5108,188.0309,135.1570,238.1991,37.0776,171.1849,211.2900,119.2607,170.6064,214.7266,10.1063,,"CPU"
"yolo11n_320","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",320,0,16,"127-toc-do-toi-da-50",0.9726,443.8469,271.7727,494.1523,357.1375,37.0385,174.2644,217.0256,138.2171,157.7861,202.1719,10.1063,,"CPU"
