manufacturer,device_model,android_version,sdk_int,hardware,cpu_cores,model,image,input_size,detection_index,class_id,label,confidence,left,top,right,bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",640,0,23,"131a-cam-do-xe",0.5839,433.0319,205.6297,456.0624,241.6423,89.4457,350.0272,444.0334,105.1710,230.6719,263.7227,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",640,1,51,"407a-duong-mot-chieu",0.5277,480.5122,234.6674,499.9670,268.6143,89.4457,350.0272,444.0334,105.1710,230.6719,263.7227,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",640,0,30,"137-cam-re-trai-va-re-phai",0.9805,27.5801,207.9788,59.5366,259.6497,88.5804,348.1932,441.1580,105.8565,232.3672,265.3555,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",640,1,30,"137-cam-re-trai-va-re-phai",0.9648,33.3013,342.4305,58.1333,379.6584,88.5804,348.1932,441.1580,105.8565,232.3672,265.3555,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",640,0,57,"442-cho",0.9380,407.2505,348.2150,431.1427,388.0544,88.6163,354.6804,447.5938,105.6748,234.0547,266.9727,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",640,1,23,"131a-cam-do-xe",0.9292,406.4469,305.2041,432.5183,347.5119,88.6163,354.6804,447.5938,105.6748,234.0547,266.9727,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,0,37,"221-duong-go-ghe",0.9937,590.7668,247.1893,621.0943,288.0318,88.4840,344.7808,437.4522,105.1529,235.7227,268.5938,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,1,38,"224-duong-nguoi-di-bo-cat-ngang",0.3879,593.8691,290.4184,622.1689,330.8695,88.4840,344.7808,437.4522,105.1529,235.7227,268.5938,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,2,37,"221-duong-go-ghe",0.2900,593.7489,291.2222,622.8323,331.2042,88.4840,344.7808,437.4522,105.1529,235.7227,268.5938,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","A-nh-ma-n-hi-nh-2025-03-23-lu-c-00_00_38_png.rf.33d0b8be20a15121992d6c781612db26.jpg",640,0,29,"136-cam-di-thang",0.8748,24.8815,118.6439,150.3471,299.5274,88.8348,358.7100,451.8157,106.4582,237.4219,270.2188,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Eddy2612-online-video-cutter_com-_mp4-0087_jpg.rf.a8b63de290830a8a569ab9b94e8c6b56.jpg",640,0,13,"127-toc-do-toi-da-20",0.9884,279.1567,128.6043,374.2271,185.5706,88.4228,348.8663,441.9168,105.2222,239.1133,271.8320,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_08_05_mov-0054_jpg.rf.8210917d1062e06e013d0cd56a0af732.jpg",640,0,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.9813,193.7894,23.9808,456.3760,351.9198,88.8207,352.8617,445.6934,106.1257,240.7891,273.4531,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0039_jpg.rf.c3dffa99ceeb2ccfac3193655497d12e.jpg",640,0,36,"209-giao-nhau-co-tin-hieu-den",0.9638,131.1593,117.0107,224.2497,254.8021,88.5474,353.6673,446.3032,106.4288,242.4609,275.3242,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0146_jpg.rf.e35fdd91170a46c9280260785119000e.jpg",640,0,36,"209-giao-nhau-co-tin-hieu-den",0.9642,131.1588,116.9741,224.2271,254.7745,88.3812,346.4750,438.9176,105.9411,244.1250,276.9297,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",640,0,44,"301c-cac-xe-chi-duoc-re-trai",0.9856,25.5644,45.2413,310.1233,620.2645,88.4599,360.2484,453.4872,105.8454,245.8086,278.5430,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",640,1,44,"301c-cac-xe-chi-duoc-re-trai",0.9606,341.6344,44.3633,627.1133,620.4432,88.4599,360.2484,453.4872,105.8454,245.8086,278.5430,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0123_jpg.rf.197f8c0a1a3c6ef7eca2eb4bc9b02e42.jpg",640,0,52,"420-bat-dau-khu-dong-dan-cu",0.9006,93.1020,244.9366,383.5396,380.9942,88.8917,354.1785,447.0294,105.5846,247.5508,280.2500,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0169_jpg.rf.ffb7a1764cbb0e63ccaa9eea360f6403.jpg",640,0,52,"420-bat-dau-khu-dong-dan-cu",0.9002,93.0838,244.8534,383.5669,380.9584,88.6836,351.9859,444.5972,106.8371,249.1523,281.7930,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_38_46_mov-0128_jpg.rf.611046171b0f3d2701b8a6a449f93d27.jpg",640,0,53,"421-ket-thuc-khu-dong-dan-cu",0.9653,467.2529,197.8472,618.6951,339.3798,88.4022,353.4646,446.1408,105.5707,250.8398,283.9102,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_0493_jpeg.rf.3ae39d1297e3e1de25b07f168e79bc36.jpg",640,0,25,"131c-cam-do-xe-ngay-chan",0.8557,711.6933,246.2028,885.0941,451.0754,90.8463,351.5542,446.3148,105.5297,259.9609,292.9531,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",640,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9511,38.0429,270.0546,72.3032,348.3255,88.5117,349.6698,442.3242,105.8036,254.2266,287.1328,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",640,1,0,"102-cam-di-nguoc-chieu",0.9455,39.0780,187.5728,78.5979,265.0894,88.5117,349.6698,442.3242,105.8036,254.2266,287.1328,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",640,2,15,"127-toc-do-toi-da-40",0.4092,493.2238,401.6345,505.0260,420.1294,88.5117,349.6698,442.3242,105.8036,254.2266,287.1328,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",640,3,34,"207-giao-nhau-voi-duong-khong-uu-tien",0.3579,493.5377,385.1830,505.0319,400.0194,88.5117,349.6698,442.3242,105.8036,254.2266,287.1328,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",640,0,0,"102-cam-di-nguoc-chieu",0.9851,233.3208,438.4115,252.8949,484.8029,88.2561,351.6020,444.4801,107.0901,255.9570,288.7773,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",640,1,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9833,232.9156,486.5486,254.8675,532.3513,88.2561,351.6020,444.4801,107.0901,255.9570,288.7773,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",640,2,17,"127-toc-do-toi-da-60",0.9206,508.6429,241.4935,533.1661,289.4121,88.2561,351.6020,444.4801,107.0901,255.9570,288.7773,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",640,3,19,"127-toc-do-toi-da-80",0.9158,409.5674,252.8694,432.7042,300.0571,88.2561,351.6020,444.4801,107.0901,255.9570,288.7773,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",640,0,19,"127-toc-do-toi-da-80",0.9583,308.7939,117.9001,361.6304,208.2822,89.2538,372.8370,466.7783,108.6152,257.6523,290.4258,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",640,1,22,"130-cam-dung-va-do-xe",0.9346,430.8746,271.5799,485.3855,362.1679,89.2538,372.8370,466.7783,108.6152,257.6523,290.4258,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",640,2,17,"127-toc-do-toi-da-60",0.9299,368.4636,112.2711,421.8962,203.4423,89.2538,372.8370,466.7783,108.6152,257.6523,290.4258,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",640,0,1,"103a-cam-oto",0.9991,173.6650,163.4719,241.9001,279.9769,91.8719,355.2335,451.5217,105.8629,259.3633,292.0547,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",640,1,32,"203-duong-bi-hep",0.9901,68.8611,388.7524,136.2164,495.7982,91.8719,355.2335,451.5217,105.8629,259.3633,292.0547,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",640,2,40,"227-cong-truong",0.9889,242.9304,424.9303,310.0176,530.4151,91.8719,355.2335,451.5217,105.8629,259.3633,292.0547,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",640,3,44,"301c-cac-xe-chi-duoc-re-trai",0.9635,152.0020,399.0362,220.6530,510.4467,91.8719,355.2335,451.5217,105.8629,259.3633,292.0547,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",640,0,31,"201-cho-ngoat-nguy-hiem",0.9180,139.1314,215.4729,220.0863,343.7860,88.5900,349.0101,441.6146,105.5209,261.0781,293.6914,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",640,1,32,"203-duong-bi-hep",0.7687,140.4677,216.4591,220.2769,346.1964,88.5900,349.0101,441.6146,105.5209,261.0781,293.6914,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",640,0,41,"245-di-cham",0.8920,205.1152,315.2336,240.7619,370.2980,88.3591,346.1365,438.7985,106.4258,262.7813,295.8203,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",640,1,34,"207-giao-nhau-voi-duong-khong-uu-tien",0.8781,203.3330,256.9515,241.7484,311.3574,88.3591,346.1365,438.7985,106.4258,262.7813,295.8203,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",640,2,6,"123a-cam-re-trai",0.8314,106.8637,355.1888,125.4088,385.3435,88.3591,346.1365,438.7985,106.4258,262.7813,295.8203,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",640,3,6,"123a-cam-re-trai",0.5199,144.0328,331.7924,174.8451,381.3747,88.3591,346.1365,438.7985,106.4258,262.7813,295.8203,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,0,22,"130-cam-dung-va-do-xe",0.9358,135.6271,59.2551,201.6486,171.6415,88.2572,344.8308,437.4375,105.8424,264.4961,297.4648,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,1,16,"127-toc-do-toi-da-50",0.9053,373.1500,332.3700,387.7899,354.6076,88.2572,344.8308,437.4375,105.8424,264.4961,297.4648,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,2,16,"127-toc-do-toi-da-50",0.8493,273.3638,334.6780,287.5978,357.6759,88.2572,344.8308,437.4375,105.8424,264.4961,297.4648,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,3,19,"127-toc-do-toi-da-80",0.6838,93.8593,367.0754,112.0937,396.7643,88.2572,344.8308,437.4375,105.8424,264.4961,297.4648,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,4,31,"201-cho-ngoat-nguy-hiem",0.2700,505.7174,500.7231,523.7190,526.1357,88.2572,344.8308,437.4375,105.8424,264.4961,297.4648,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4051-MOV_out0049_png.rf.0cdced0af44df2b18e13adfddda976bb.jpg",640,0,41,"245-di-cham",0.8120,246.2855,153.7530,337.1024,289.9747,91.9346,351.6531,447.6921,115.0327,206.7656,239.7500,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4051-MOV_out0052_png.rf.c7fb9ae66a6356120ecff9f0903bb4a1.jpg",640,0,41,"245-di-cham",0.9843,324.9767,123.0654,403.3383,248.7545,88.4866,351.3942,444.3156,105.7793,207.2617,240.4180,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4052-MOV_out0095_png.rf.cd837ddfd7779c6029cf8843e67a522d.jpg",640,0,31,"201-cho-ngoat-nguy-hiem",0.9732,254.8645,257.0145,288.1267,305.3395,88.7675,348.7879,441.3955,105.7996,208.9648,242.0391,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",640,0,16,"127-toc-do-toi-da-50",0.9818,216.2330,134.5130,281.2105,246.3938,88.7339,348.5810,441.7365,105.4917,210.6484,243.6484,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",640,1,23,"131a-cam-do-xe",0.9420,76.8161,337.2853,122.6388,412.2404,88.7339,348.5810,441.7365,105.4917,210.6484,243.6484,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",640,2,16,"127-toc-do-toi-da-50",0.9308,292.7714,140.4286,346.4147,254.1316,88.7339,348.5810,441.7365,105.4917,210.6484,243.6484,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",640,0,0,"102-cam-di-nguoc-chieu",0.9995,251.9386,0.0000,417.5104,261.0118,88.9735,357.9730,451.1752,105.5009,212.3828,245.2773,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",640,1,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9545,245.9458,282.8255,418.5219,544.4262,88.9735,357.9730,451.1752,105.5009,212.3828,245.2773,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",640,0,23,"131a-cam-do-xe",0.8555,449.3115,407.2853,469.6698,439.3286,89.4179,351.7811,445.2878,105.5479,214.1133,246.8984,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4088-MOV_out0008_png.rf.d90b9e2562e7f2317a06cd60967c20b2.jpg",640,0,22,"130-cam-dung-va-do-xe",0.9536,135.0619,200.0590,217.0312,344.5948,88.7302,349.7474,442.4905,104.8601,215.7852,248.5039,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",640,0,22,"130-cam-dung-va-do-xe",0.9336,243.1489,259.4730,324.0341,403.2921,89.6395,347.2895,441.1185,105.4126,217.4805,250.1133,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",640,1,23,"131a-cam-do-xe",0.8852,24.7430,528.2164,53.8810,576.9816,89.6395,347.2895,441.1185,105.4126,217.4805,250.1133,10.1784,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_640","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",640,0,22,"130-cam-dung-va-do-xe",0.9614,235.4585,207.1015,323.9919,358.2747,88.6329,342.7968,435.4833,105.8582,219.1680,251.7344,10.1784,,"CPU-1T"
