manufacturer,device_model,android_version,sdk_int,hardware,cpu_cores,model,image,input_size,detection_index,class_id,label,confidence,left,top,right,bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",320,0,37,"221-duong-go-ghe",0.9031,589.6100,247.7359,622.0400,288.2263,22.9930,84.3462,108.5443,106.8568,158.1289,190.7031,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",320,1,38,"224-duong-nguoi-di-bo-cat-ngang",0.7420,598.9525,334.7360,623.3046,373.1551,22.9930,84.3462,108.5443,106.8568,158.1289,190.7031,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",320,2,38,"224-duong-nguoi-di-bo-cat-ngang",0.5762,593.5605,291.0630,622.4841,329.7070,22.9930,84.3462,108.5443,106.8568,158.1289,190.7031,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",320,3,37,"221-duong-go-ghe",0.2694,592.9853,290.2792,622.1917,329.9871,22.9930,84.3462,108.5443,106.8568,158.1289,190.7031,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","A-nh-ma-n-hi-nh-2025-03-23-lu-c-00_00_38_png.rf.33d0b8be20a15121992d6c781612db26.jpg",320,0,29,"136-cam-di-thang",0.9670,25.7017,117.2264,149.3426,299.0151,22.8521,84.8712,108.9000,108.3421,158.6094,191.1641,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Eddy2612-online-video-cutter_com-_mp4-0087_jpg.rf.a8b63de290830a8a569ab9b94e8c6b56.jpg",320,0,13,"127-toc-do-toi-da-20",0.8932,278.4376,128.2461,375.7215,185.7953,22.8784,85.5785,109.7171,103.8877,159.0703,191.5977,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_08_05_mov-0054_jpg.rf.8210917d1062e06e013d0cd56a0af732.jpg",320,0,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.9893,192.8326,25.6953,447.6739,348.6200,23.0327,85.4975,109.8332,105.6043,159.5469,192.2930,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0039_jpg.rf.c3dffa99ceeb2ccfac3193655497d12e.jpg",320,0,36,"209-giao-nhau-co-tin-hieu-den",0.9167,131.4229,116.7007,223.9999,255.0274,22.8643,88.0398,112.1508,106.9848,159.6406,192.3672,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0146_jpg.rf.e35fdd91170a46c9280260785119000e.jpg",320,0,36,"209-giao-nhau-co-tin-hieu-den",0.9162,131.4346,116.7874,223.9410,254.9979,23.1867,84.1947,108.6100,107.7111,160.1055,192.8047,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",320,0,44,"301c-cac-xe-chi-duoc-re-trai",0.9738,23.3999,44.0156,309.8658,616.9290,23.1562,84.6490,109.1181,104.4625,160.5664,193.2461,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",320,1,44,"301c-cac-xe-chi-duoc-re-trai",0.9716,339.9327,43.4617,627.4420,615.9420,23.1562,84.6490,109.1181,104.4625,160.5664,193.2461,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0123_jpg.rf.197f8c0a1a3c6ef7eca2eb4bc9b02e42.jpg",320,0,52,"420-bat-dau-khu-dong-dan-cu",0.9429,91.7225,246.0023,382.6754,383.4240,23.2950,85.5867,110.0786,104.4568,161.0273,193.6914,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0169_jpg.rf.ffb7a1764cbb0e63ccaa9eea360f6403.jpg",320,0,52,"420-bat-dau-khu-dong-dan-cu",0.9423,91.7000,246.0216,382.6496,383.4136,23.0217,84.6339,108.8750,105.6138,161.4805,194.1250,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_38_46_mov-0128_jpg.rf.611046171b0f3d2701b8a6a449f93d27.jpg",320,0,53,"421-ket-thuc-khu-dong-dan-cu",0.9811,464.3080,196.9570,618.7861,337.2364,23.1498,87.9970,112.8487,108.0957,161.9404,194.5625,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",320,0,0,"102-cam-di-nguoc-chieu",0.9497,39.1864,187.4617,77.9564,264.7522,22.8891,85.2077,109.4514,105.9691,162.8545,195.4141,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",320,1,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.7849,38.9327,268.6345,72.4211,346.7267,22.8891,85.2077,109.4514,105.9691,162.8545,195.4141,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",320,2,34,"207-giao-nhau-voi-duong-khong-uu-tien",0.4501,494.8198,383.3238,507.2988,400.1653,22.8891,85.2077,109.4514,105.9691,162.8545,195.4141,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,0,0,"102-cam-di-nguoc-chieu",0.9172,232.6885,438.0922,252.3435,484.7064,23.3008,86.9269,111.6609,106.5591,163.3467,195.8711,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,1,19,"127-toc-do-toi-da-80",0.8732,408.6159,253.7499,432.8776,299.5718,23.3008,86.9269,111.6609,106.5591,163.3467,195.8711,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.7979,232.2549,486.8033,253.9676,532.7276,23.3008,86.9269,111.6609,106.5591,163.3467,195.8711,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",320,3,17,"127-toc-do-toi-da-60",0.7700,507.9447,241.6912,534.2641,289.3524,23.3008,86.9269,111.6609,106.5591,163.3467,195.8711,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,0,17,"127-toc-do-toi-da-60",0.9737,369.6900,112.8910,421.2468,203.2534,22.8903,84.5161,109.0605,107.2694,163.8584,196.3672,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,1,22,"130-cam-dung-va-do-xe",0.9659,430.5988,270.8776,484.5509,361.2776,22.8903,84.5161,109.0605,107.2694,163.8584,196.3672,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",320,2,19,"127-toc-do-toi-da-80",0.9297,308.3524,118.5662,361.0610,208.0369,22.8903,84.5161,109.0605,107.2694,163.8584,196.3672,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,0,40,"227-cong-truong",0.9723,241.6768,427.7765,310.6068,531.7755,23.0493,84.5426,109.3557,105.1513,164.3623,196.8398,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,1,1,"103a-cam-oto",0.9670,172.8114,163.1373,241.0084,280.8683,23.0493,84.5426,109.3557,105.1513,164.3623,196.8398,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,2,32,"203-duong-bi-hep",0.9525,68.8207,391.5023,135.3768,494.8902,23.0493,84.5426,109.3557,105.1513,164.3623,196.8398,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",320,3,44,"301c-cac-xe-chi-duoc-re-trai",0.9343,151.8376,397.8259,220.6027,513.4705,23.0493,84.5426,109.3557,105.1513,164.3623,196.8398,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",320,0,31,"201-cho-ngoat-nguy-hiem",0.7240,139.7079,218.4207,219.0294,344.5303,24.4971,85.5201,111.1515,106.1421,164.8545,197.3086,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,0,34,"207-giao-nhau-voi-duong-khong-uu-tien",0.7440,203.3240,254.2890,243.2218,310.8016,23.2114,86.5063,111.0035,109.8921,165.3311,197.9688,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,1,41,"245-di-cham",0.7421,204.6437,315.7786,240.8723,369.5212,23.2114,86.5063,111.0035,109.8921,165.3311,197.9688,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,2,6,"123a-cam-re-trai",0.6715,107.6239,356.7064,125.7903,384.3794,23.2114,86.5063,111.0035,109.8921,165.3311,197.9688,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,3,6,"123a-cam-re-trai",0.6427,144.0540,330.5766,175.6164,382.0249,23.2114,86.5063,111.0035,109.8921,165.3311,197.9688,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",320,4,31,"201-cho-ngoat-nguy-hiem",0.2583,202.3680,255.5381,242.5210,311.8010,23.2114,86.5063,111.0035,109.8921,165.3311,197.9688,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9855,135.6801,59.5755,201.2291,171.4874,22.9045,85.7589,110.1733,105.2763,165.8311,198.4453,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,1,19,"127-toc-do-toi-da-80",0.6832,94.1458,367.1691,111.9469,396.5375,22.9045,85.7589,110.1733,105.2763,165.8311,198.4453,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,2,31,"201-cho-ngoat-nguy-hiem",0.4966,506.2307,501.4726,523.4038,526.2902,22.9045,85.7589,110.1733,105.2763,165.8311,198.4453,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,3,16,"127-toc-do-toi-da-50",0.4576,272.8560,333.7052,288.9700,358.0358,22.9045,85.7589,110.1733,105.2763,165.8311,198.4453,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",320,4,16,"127-toc-do-toi-da-50",0.3064,373.6368,330.2421,388.6771,352.0359,22.9045,85.7589,110.1733,105.2763,165.8311,198.4453,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4051-MOV_out0049_png.rf.0cdced0af44df2b18e13adfddda976bb.jpg",320,0,41,"245-di-cham",0.9937,245.4529,153.5731,337.4106,292.2882,22.9932,83.8700,108.1544,105.3938,166.3545,199.1641,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4051-MOV_out0052_png.rf.c7fb9ae66a6356120ecff9f0903bb4a1.jpg",320,0,41,"245-di-cham",0.9804,326.1787,126.4858,405.6421,252.2201,23.0256,84.3678,108.5295,105.9515,166.8193,199.6055,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4052-MOV_out0095_png.rf.cd837ddfd7779c6029cf8843e67a522d.jpg",320,0,31,"201-cho-ngoat-nguy-hiem",0.7281,255.3575,255.8467,288.5677,304.6870,22.9500,86.0502,110.1049,104.4333,167.2842,200.0547,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,0,16,"127-toc-do-toi-da-50",0.9762,216.1870,135.0581,281.2903,246.5307,23.1382,84.9732,109.5957,108.5667,167.7529,200.4922,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,1,16,"127-toc-do-toi-da-50",0.9010,291.6035,139.4667,344.2280,253.0211,23.1382,84.9732,109.5957,108.5667,167.7529,200.4922,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",320,2,23,"131a-cam-do-xe",0.8965,76.8484,336.3546,122.2864,412.4911,23.1382,84.9732,109.5957,108.5667,167.7529,200.4922,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9999,245.5084,281.4790,415.3607,579.5475,22.8909,84.9158,109.2381,106.1788,168.2412,200.9570,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.9929,253.2213,0.0000,418.1246,265.2369,22.8909,84.9158,109.2381,106.1788,168.2412,200.9570,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",320,0,23,"131a-cam-do-xe",0.9204,449.2429,406.3571,469.0887,439.4775,23.1041,86.1521,110.4583,105.0042,168.7295,201.4180,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",320,1,31,"201-cho-ngoat-nguy-hiem",0.2541,377.1086,437.2706,392.8415,456.3836,23.1041,86.1521,110.4583,105.0042,168.7295,201.4180,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4088-MOV_out0008_png.rf.d90b9e2562e7f2317a06cd60967c20b2.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9655,135.0323,200.0574,218.4655,345.5553,23.3581,84.6059,109.2687,107.9717,169.2217,201.8945,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9647,242.8184,259.9083,324.1801,400.5425,23.1125,84.7475,109.1378,108.1087,169.6865,202.3281,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",320,1,23,"131a-cam-do-xe",0.9478,24.7064,528.4440,53.7637,575.7855,23.1125,84.7475,109.1378,108.1087,169.6865,202.3281,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9884,234.6919,207.4005,325.9490,359.0461,23.0009,83.8480,108.1445,105.4050,170.1709,202.7852,10.1063,,"CPU-1T"
"samsung","SM-A336E","14",34,"s5e8825",8,"yolo11n_320","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",320,1,23,"131a-cam-do-xe",0.9121,0.5257,494.9377,29.0474,544.5955,23.0009,83.8480,108.1445,105.4050,170.1709,202.7852,10.1063,,"CPU-1T"
